DATE,DESCRIPTION,DEBIT,CREDIT,BALANCE
ENTRY,DATE,DESCRIPTION,DEBITS,CREDITS,BALANCE
2022-01-13,BILL NO: 28520900 12/01/2022 GR:66,41,720.01,,14,346,196.87
2022-01-13,PICHEING01A18846 NG02243-C0003441-00001 8000.00 NGN FIRS - WHT NGN 9665032120 068,8,000.00,,14,338,196.87
2022-01-14,PICHEING01A18842 NG02243-C0003439-00001 193847.46 NGN SCB- VAT 9665012041 068,193,847.46,,14,144,349.41
2022-01-14,PICHEING01A18844 NG02243-C0003446-00001 425000.00 NGN XLR8 LIMITED 9202129990 221,425,000.00,,13,719,349.41
2022-01-17,PICHEING01A18841 NG02243-C0003440-00001 593395.49 NGN SCB - STATE TAX 9665043362 068,593,395.49,,13,125,953.92
2022-01-17,VAT ON BILL GR:144,1,088.26,,13,124,865.66
2022-01-17,BILL NO: 28554396 14/01/2022 GR:143,14,510.08,,13,110,355.58
2022-01-18,BALANCE: BROUGHT FORWARD,,,,13,110,355.58
2022-01-18,VAT ON BILL GR:180,8,140.85,,13,102,214.73
2022-01-18,BILL NO: 28562056 17/01/2022 GR:179,108,544.65,,12,993,670.08
2022-01-20,VAT ON BILL GR:133,11,891.77,,12,981,778.31
2022-01-20,BILL NO: 28571065 19/01/2022 GR:132,158,557.17,,12,823,221.14
2022-01-20,PICHEING01A18657 NG02243-C0003453-00001 662243.39 NGN VVM MEDIA GLOBAL LIMITED 5708709018 214,662,243.39,,12,160,977.75
2022-01-20,VAT ON BILL GR:148,4,632.17,,12,156,345.58
2022-01-21,BILL NO: 28604876 20/01/2022 GR:147,61,762.31,,12,094,583.27
2022-01-21,SNG02243C0003462-00001 SNG02243C0003462-00001 SNG02243C0003462-00001,4,553,315.00,,7,541,268.27
2022-01-21,SNG02243C0003463-00001 SNG02243C0003463-00001 SNG02243C0003463-00001,5,362,026.81,,2,179,241.46
2022-01-24,VAT ON BILL GR:185,303.97,,2,178,937.49
2022-01-24,BILL NO: 28607417 21/01/2022 GR:184,4,035.00,,2,174,902.49
2022-01-25,VAT ON BILL GR:178,4,819.38,,2,170,083.11
2022-01-25,BALANCE: BROUGHT FORWARD,,,,2,170,083.11
2022-01-25,BILL NO: 28637981 24/01/2022 GR:177,64,258.06,,-2,105,825.05
2022-01-25,SNG02243C0003469-00001 SNG02243C0003469-00001 SNG02243C0003469-00001,578,500.00,,1,527,325.05
2022-01-31,NG02243C000317958-00001 CHEIK COMMUNICATIONS NIGERIA LIMITED SNG02243C0003470-00001-PICHEING01A,,41,500,000.00,43,027,325.05
2022-01-31,VAT ON CURRENT ACCOUNT MAINTENANCE,1,370.30,,43,025,954.75
2022-01-31,FEE DECEMBER 2021,1,370.30,,43,025,954.75
2022-01-31,CURRENT ACCOUNT MAINTENANCE FEE DEC EMBER 2021,18,270.60,,43,007,684.15
,,,,,,
,,,,,,
=================== END OF STATEMENT ===================,,,,,
2022-02-01,BALANCE: BROUGHT FORWARD,,,,43,007,684.15
2022-02-01,VAT ON BILL GR:231,23.73,,43,007,660.42
2022-02-01,BILL NO: 28754789 31/01/2022 GR:230,315.00,,43,007,345.42
2022-02-07,PICHEING01A19166 NG02243-C0003475-00001 1329.26 NGN SCB- REMITA SUSPENSE 9665041382 068,1,329.26,,43,006,016.16
2022-02-07,PICHEING01A19167 NG02243-C0003475-00001 23490.50 NGN SCB- REMITA SUSPENSE 9665041382 068,23,490.50,,42,982,525.66
2022-02-07,PICHEING01A19165 NG02243-C0003479-00001 64900.50 NGN FIRST PENSION CUSTODIAN N 2007203062 011,64,900.50,,42,917,625.16
2022-02-07,PICHEING01A19164 NG02243-C0003477-00001 74700.00 NGN ZPC/SIPML CONTRIBUTION AC 1010885522 057,74,700.00,,42,842,925.16
2022-02-07,SNG02243C0003471-00001 SNG02243C0003471-00001 SNG02243C0003471-00001,992,404.25,,41,850,520.91
2022-02-07,PICHEING01A19168 NG02243-C0003476-00001 1061901.31 NGN SCB- STATE TAX 9665043362 068,1,061,901.31,,40,788,619.60
2022-02-08,VAT ON BILL GR:157,14.28,,40,788,605.32
2022-02-08,BILL NO: 28851322 07/02/2022 GR:156,190.00,,40,788,415.32
2022-02-08,OLOGUNOYE BLESSINGS 0247803246 035,10,600.00,,40,777,815.32
2022-02-08,SNG02243C0003473-00001 SNG02243C0003473-00001 SNG02243C0003473-00001,283,500.00,,40,494,315.32
2022-02-08,BALANCE: BROUGHT FORWARD,,,,40,494,315.32
2022-02-08,SNG02243C0003472-00001 SNG02243C0003472-00001 SNG02243C0003472-00001,3,145,100.00,,37,349,215.32
2022-02-08,PICHEING01A19427 NG02243-C0003480-00001 17661.12 NGN 460 VISUAL BRANDING LIMIT 0242672471 055,17,661,657.12,,19,687,558.20
2022-02-09,VAT ON BILL GR:178,297.17,,19,687,261.03
2022-02-09,BILL NO: 28913237 08/02/2022 GR:177,3,945.00,,19,683,316.03
2022-02-10,RTD NAPS OFFIA OGBONNA,,2,300.00,19,685,616.03
2022-02-10,RTD NAPS ABDULLAHI DAHIRU,,4,100.00,19,689,716.03
2022-02-11,VAT ON BILL GR:187,2,815.49,,19,686,900.54
2022-02-11,BILL NO: 28938291 10/02/2022 GR:186,37,539.92,,19,649,360.62
2022-02-16,PICHEING01A19434 NG02243-C0003485-00001 2511250.00 NGN DIAMETRICS TECHNOLOGIES L 1017800771 057,2,511,250.00,,17,138,110.62
2022-02-17,VAT ON BILL GR:125,3.75,,17,138,106.87
2022-02-17,BILL NO: 28987778 16/02/2022 GR:124,50.00,,17,138,056.87
2022-02-17,PICHEING01A19443 NG02243-C0003486-00001 1723.98 NGN FIRS - WHT NGN 9665012120 068,1,723.98,,17,136,332.89
2022-02-18,BALANCE: BROUGHT FORWARD,,,,17,136,332.89
2022-02-18,VAT ON BILL GR:179,1,251.73,,17,135,081.16
2022-02-18,BILL NO: 29023472, 17/02/2022 GR:178,16,689.80,,17,118,391.36
2022-02-18,SNG02243C0003494-00001 SNG02243C0003494-00001 SNG02243C0003494-00001,589,187.00,,16,529,204.36
2022-02-21,VAT ON BILL GR:112,9,360.38,,16,519,843.98
2022-02-21,BILL NO: 29014067 18/02/2022 GR:111,124,804.64,,16,395,039.34
2022-02-21,PICHEING01A19458 NG02243-C0003496-00001 17600.00 NGN SCB - STATE TAX 9665043362 068,17,600.00,,16,377,439.34
2022-02-21,PICHEING01A19444 NG02243-C0003498-00001 768556.60 NGN SCB - STATE TAX 9665043362 068,768,556.60,,15,608,882.74
2022-02-21,SNG02243C0003495-00001 SNG02243C0003495-00001 SNG02243C0003495-00001,3,186,936.15,,12,421,946.59
2022-02-21,VAT ON BILL GR:179,19.21,,12,421,927.38
2022-02-23,BILL NO: 29033571 21/02/2022 GR:178,255.00,,12,421,672.38
2022-02-23,VAT ON BILL GR:145,3,820.70,,12,417,851.68
2022-02-23,BILL NO: 29047832 22/02/2022 GR:144,50,942.54,,12,366,909.14
2022-02-28,BALANCE: BROUGHT FORWARD,,,,12,366,909.14
2022-02-28,VALUE ADDED TAX,1,243.96,,12,365,665.18
2022-02-28,CURRENT ACCOUNT MAINTENANCE FEE JANUARY 2022,16,586.12,,12,349,079.06
,,,,,,
=================== END OF STATEMENT ===================,,,,,
,,,,,,
2022-03-04,BALANCE: BROUGHT FORWARD,,,,12,349,079.06
2022-03-04,SNG02243C0003503-00001 SNG02243C0003503-00001 SNG02243C0003503-00001,298,020.00,,12,051,059.06
2022-03-04,SNG02243C0003502-00001 SNG02243C0003502-00001 SNG02243C0003502-00001,3,854,215.00,,8,196,844.06
2022-03-07,NG02243C000318299-00001 CHEIK COMMUNICATIONS NIGERIA SNG02243C0003505-00001-PICHEING01A,,166,000,000.00,174,196,844.06
2022-03-07,VAT ON BILL GR:157,315.27,,174,196,528.79
2022-03-07,BILL NO: 29247471 04/03/2022 GR:156,4,185.00,,174,192,343.79
2022-03-07,PICHEING01A19755 NG02243-C0003506-00001 2300.00 NGN OFFIA OGBONNA 0057432361 063,2,300.00,,174,190,043.79
2022-03-07,PICHEING01A19756 NG02243-C0003507-00001 4100.00 NGN ABDUL MU'I IBRAHIM 0072511861 063,4,100.00,,174,185,943.79
2022-03-07,PICHEING01A19752 NG02243-C0003504-00001 527347.13 NGN GUSHER IDEAS 0456817189 058,527,347.13,,173,658,596.66
2022-03-08,VAT ON BILL GR:157,5.25,,173,658,591.41
2022-03-08,BILL NO: 29247846 07/03/2022 GR:156,70.00,,173,658,521.41
2022-03-09,SNG02243C0003510-00001 SNG02243C0003510-00001 SNG02243C0003510-00001,550,540.60,,173,107,980.81
2022-03-10,VAT ON BILL GR:142,7.91,,173,107,972.90
2022-03-10,BALANCE: BROUGHT FORWARD,,,,173,107,972.90
2022-03-10,BILL NO: 29307112 09/03/2022 GR:141,105.00,,173,107,867.90
2022-03-10,PICHEING01A19782 NG02243-C0003512-00001 1329.26 NGN SCB- REMITA SUSPENSE 9665041382 068,1,329.26,,173,106,538.64
2022-03-10,PICHEING01A19783 NG02243-C0003511-00001 9505.33 NGN SCB- REMITA SUSPENSE 9665041382 068,9,505.33,,173,097,033.31
2022-03-10,PICHEING01A19780 NG02243-C0003515-00001 64900.50 NGN FIRST PENSION CUSTODIAN N 2007203062 011,64,900.50,,173,032,132.81
2022-03-10,PICHEING01A19781 NG02243-C0003514-00001 74700.00 NGN ZPC/SIPML CONTRIBUTION AC 1010885522 057,74,700.00,,172,957,432.81
2022-03-10,PICHEING01A19784 NG02243-C0003513-00001 515969.82 NGN SCB - STATE TAX 9665043362 068,515,969.82,,172,441,462.99
2022-03-11,VAT ON BILL GR:141,7.50,,172,441,455.49
2022-03-11,BILL NO: 29307332 10/03/2022 GR:140,100.00,,172,441,355.49
2022-03-11,PICHEING01A19789 NG02243-C0003519-00001 165522.55 NGN SCB- VAT 9665012041 068,165,522.55,,172,275,832.94
2022-03-16,PICHEING01A19786 NG02243-C0003518-00001 984044.25 NGN FIRS - WHT NGN 9665012120 068,984,044.25,,171,291,788.69
2022-03-16,RTD PAYMENT OMOWAYE OPEYEMI,,2,400.00,171,294,188.69
2022-03-16,UWAEGBUGI BLESSING 0057301638 063,800.00,,171,293,388.69
